message,vader_sentiment,textblob_sentiment,final_sentiment
"Someone is a salty dog @Buthead y'all lost, get over it",negative,neutral,negative
does nobody else notice the lapses in reality,neutral,neutral,neutral
America first is always Israel first 🥇 y'all should listen trump told you not to talk about Israel,positive,positive,positive
hootie and the blow ups,neutral,neutral,neutral
@ Juggernaut I don’t need anything you have to offer back from once you came,neutral,neutral,neutral
"I’m looking at jaugggernauts truck as we speak it’s blue, in fact there are at least 22 vehicles at a single bedroom house.",neutral,negative,negative
i always wanted a house with a dive in living room,neutral,neutral,neutral
Canada trying to cozy up to the U.K. because they don't get to take advantage of us anymore in the USA. gl with that Canada. You owe us an apology and loooots of money,positive,negative,negative
lying ass targets../ 0 proof.,negative,neutral,negative
Damn It Fox. Get It Together,negative,neutral,negative
yemen is such a small defenseless country,negative,negative,negative
"Please amigos, let me stay ❤️🙏🏻",positive,neutral,positive
Ground troops,neutral,neutral,neutral
hooters are greater than houtis...did i miss something?,positive,positive,positive
lol Sofa,positive,positive,positive
NIELSEN🍀🍀🍀,neutral,neutral,neutral
🇮🇱 ⷩ ͥ ͩ ͤ,neutral,neutral,neutral
Real information,neutral,positive,positive
@SofakingweTodddid1 I want his skill saw!,positive,neutral,positive
Houthis wouldn't be holding up 🚢🚢 in red sea if Israel stop killing Palestinians and starving them stop the genocide Israel then Houthis will stop,negative,neutral,negative
You are originating on your own accord a Communist Party of America? Uhhh who cares,positive,neutral,positive
fuh,neutral,neutral,neutral
My g🦊d is a lion.,neutral,neutral,neutral
Limit chats to 1 chat only please,positive,neutral,positive
"defenseless, murderers really?",negative,negative,negative
just put the general back on,neutral,positive,positive
One truck is loaded with tools I’ll give that one to you,negative,negative,negative
you dont have the need to know until you're deployed there,neutral,neutral,neutral
only say one thing?,neutral,neutral,neutral
America at war with more than 7 nations,negative,neutral,negative
diarhea cha cha cha @Ravi Dinka,neutral,neutral,neutral
IF THE UNITED STATES GOVERNMENT RECOGNIZES ME A GENERAL WHY ARE YOU NOT AWARE OF WHO I AM?,positive,positive,positive
🦊,neutral,neutral,neutral
Canada suddenly wanna do more business with U.K. now that they can't have USA take care of them the whole time,positive,positive,positive
It’s sad because Yemen used to be a great place. Muslim sects in conflict use to go there to settle disputes.,negative,positive,negative
🫡,neutral,neutral,neutral
lifting juggernaut up to Heavenly father in Jesus name and to draw him to your Son Jesus and guide him in Jesus mighty name to kn̈oŵJesus,positive,positive,positive
Are we doing the carney conference ? 🤮,neutral,neutral,neutral
We should use Russians to capture canada and hand it over to us,positive,neutral,positive
Christmas festival is a different matter. But I dont believe in santa story.,positive,neutral,positive
Thats a cute fox not a lion @Katherine Buchanan,positive,positive,positive
"Lolidoom my friend, I know deep inside you don’t mean that",positive,negative,negative
"or more importantly, did yemen get informed...",positive,positive,positive
not concerned about killers,positive,neutral,positive
what the best uap channel on yt before ww3 ruins every chance,positive,positive,positive
Bashar Assad could be considered the successor to Saddam Hussein,positive,neutral,positive
"It was a monk named St. Nicholas , ...",neutral,neutral,neutral
@butthead peciate it:face-fuchsia-tongue-out:,neutral,neutral,neutral
These boots are made for walking and that’s just what they’ll do,neutral,neutral,neutral
Accept Jesus,positive,neutral,positive
NOT CONCERNED ABOUT KILLERS.,positive,neutral,positive
might be about time to show why America is the strongest again,positive,neutral,positive
The newspaper says we bombed familys,neutral,neutral,neutral
"To the law and to the testimony: if they speak not according to this word, it is because there is no light in them.",negative,positive,negative
Who uses the project AGENT10AI? Everywhere they say the AI-agent can predict the crypto exchange rate using AI,neutral,neutral,neutral
WAIT; HOW ARE YOU ENDING WARS BY FUNDING ISRAEL WITH MORE WARFARE AND DOING IT WITH OUR TAX DOLLARS,negative,neutral,negative
YES WE ARE GOING TO TELL YOU,positive,neutral,positive
race and gender laws in us military supremacists in the ranks oath to trump will replace oath to constitution secdef is a know nothing grunt thats not the usmilitary patton turning in his grave,negative,negative,negative
"Saving ethnic cleansing is a just cause, right? 🐩",neutral,positive,positive
I'm a fox.,neutral,neutral,neutral
The Hootie’s have plenty of poisonous blowfish,negative,neutral,negative
I think we should stop supporting Canada. I also feel that we should not protect them with our military. They need to spend on their own military with all that delusional pride. GL w business with UK,positive,positive,positive
Hey chat if you could choose literally anyone for next president who would you pick?,neutral,neutral,neutral
many lies... ✍🏽,negative,positive,negative
Grey fox or Red?,positive,negative,negative
jauggernaut you can hide in my garage. we'll make an apt. we will dye your hair purple,positive,positive,positive
So are veterans getting recalled or no,negative,neutral,negative
@Katherine Buchanan I want a cute pet fox,positive,positive,positive
Hey Katherine wink wink,neutral,neutral,neutral
Jesus invented the Dunewalk. Michael Jackson stole it and called it the Moonwalk. 😁,positive,neutral,positive
I’m a trapper,neutral,neutral,neutral
Heavenly father and Jesus christ and holy spirit are of love love pure love,positive,positive,positive
"Christian women should stop fooling their kids ,saying that Santa would come and being them gifts. Don't give them wrong hopes.",positive,negative,negative
"""the war crimes"" kek",negative,neutral,negative
Anybody but Trump,neutral,neutral,neutral
Vance-Holman 2028,neutral,neutral,neutral
I'm a true fox.,positive,positive,positive
ME ME ME ME ME ME >>> President,neutral,neutral,neutral
@Juggernaut i’ll be very serious. I want Palestine off the map.,negative,negative,negative
fake targets 💢💥👈🏼💯,negative,negative,negative
You were,neutral,neutral,neutral
@Ben G J D Vance. He only knows to keep doing that Trump was doing.,neutral,neutral,neutral
Want a membership card (?),positive,neutral,positive
"muslim sects call each other infidels , but any sinner is an infidel Christianity",neutral,neutral,neutral
@Ben G ME. ID VOTE ME,neutral,neutral,neutral
I wonder if hackers are doing this,neutral,neutral,neutral
Palestine's new name is New Israel.,neutral,positive,positive
Trump is the worst President ever.,negative,negative,negative
Now go buy my meme coins pls...,positive,neutral,positive
I'm all fox.,neutral,neutral,neutral
Kathrine you have moved from a fox to a cougar,neutral,neutral,neutral
DOING WHAT? hackers..lol,neutral,neutral,neutral
dibs on jauggernauts eototiller,neutral,neutral,neutral
N,neutral,neutral,neutral
One discussiya the scaren ruk yisha 🍳,neutral,neutral,neutral
@Yedidyah - Jed Shlomoh It will return to Alquds jerusalem,neutral,neutral,neutral
Jesus loves loves ye Jesus died for our sins read mathew chapter 6 and chapter 7 read bible get to know Jesus and a relationship with dear Jesus and read john,positive,neutral,positive
israels new name is = terrorist state of evil..,negative,negative,negative
⛓️🎬the invisible souls😈👁️‍🗨️👹🕎🇮🇱🏳️‍🌈👹🎥⛓️👈🎦,positive,neutral,positive
I knew something was going to happen last week when military planes were flying overhead,neutral,negative,negative
Fox Mulder?,neutral,neutral,neutral
oh that's the crazy comment? lol,positive,positive,positive
Lolidoom what Palestine have to do with this between me and you? ❤️,neutral,neutral,neutral
"To be in the tower, and watching the planes taking off and landing, has got to be a kick-ass job!!",neutral,neutral,neutral
i,neutral,neutral,neutral
Free sasqwatch,positive,positive,positive
8 HACKERS BUSTED IN MY HOUSE LAST NIGHT,neutral,neutral,neutral
it ends by apathy or censorship or vice versa,negative,neutral,negative
Vance-Holman or Vance-Rubio 2028,neutral,neutral,neutral
"TV, you are unfathomably based",neutral,neutral,neutral
rototiller *,neutral,neutral,neutral
Houthis isn't aligned with Iran Houthis just tried of Israel killing Palestinians. Biden did strike houthis I told him to stop it. Stop killing people who are trying to save Palestinians from Israel,negative,neutral,negative
when are you guys gonna spill the beans on everything classified and all,neutral,neutral,neutral
Free the aliens at Area 51,positive,positive,positive
I have hand 👋,positive,neutral,positive
"Today, Jerusalem is called Yerushalayim (Hebrew: יְרוּשָׁלַיִם) and Al-Quds (Arabic: اَلْـقُـدْس).",neutral,neutral,neutral
But wouldn't it be fun if Trump got a third term?,negative,positive,negative
vnce/rubio 2028,neutral,neutral,neutral
BEAT MY DRUM,neutral,neutral,neutral
Anyone in here support trans?,positive,neutral,positive
I wonder what the new terrorist name will be after Hothi's.,negative,positive,negative
thank you Heavenly father for your Son Jesus trust only in Jesus Jesus only loves us Jesus us truth way and life not man take care it's about Jesus Jesus,positive,neutral,positive
Massie/Paul 2028,neutral,neutral,neutral
I suffer from sexual dysfunction 🥃,negative,positive,negative
"stop sying some random geezer died for me sins, its offensive.. :card-red-penalty::face-orange-frowning:",negative,negative,negative
allh mutua nu ka bar hun gia,neutral,neutral,neutral
I support trans…missions.,positive,neutral,positive
AI needs to cancel the social media of racists,negative,positive,negative
Trump caused all the chaos the. move on to another fire to start but we keeping up with trump and rebuking him. You can't defy judges orders or hurt people steal then oppress them as terrorist,negative,neutral,negative
Vance-Rubio may be better since Rubio speaks Spanish and can campaign directly in Spanish,positive,positive,positive
They deliberately hide where civilians are so that the media will say that America is bombing civilians.,negative,neutral,negative
what's the houthis campaign 2025 called,neutral,neutral,neutral
Support yourself,positive,neutral,positive
I would vote Rubio over Vance personally...,neutral,neutral,neutral
Nissan and Mercedes stadium ?!!:face-blue-smiling::face-blue-smiling:,neutral,neutral,neutral
"@cyreun You are joking right, Hoothies are Iran proxy in Yemen, they killed Ali Abdullah Saleh",negative,positive,negative
Hootie and the blowfish,neutral,neutral,neutral
i died for me sins you knobheads. :face-orange-frowning::face-red-droopy-eyes::text-green-game-over:,negative,neutral,negative
"@Ethan Kennedy Yes, I like my transmission. It is a hemi",positive,neutral,positive
Common/Sense 2028,neutral,neutral,neutral
@Ethan Kennedy Is from Gestapo...be careful :)),positive,negative,negative
Those Bible thumpers are everywhere,neutral,neutral,neutral
Disco duck I gotta poo 💩 😤,neutral,neutral,neutral
lol your 'egg situation ' hahaha,positive,positive,positive
"@cyreun Hoothies claim they are Zaydi, but no they are 12vers",negative,neutral,negative
No real thinking American will support trump after he destroys our money and healthcare by dismantling America and tarrif upon it,negative,positive,negative
"i'm not capaticy in my mind whats english it's leanguaje oficial of usa ,yes leanguaje plus work in amareica it's spanish and spain descubrity new world",positive,positive,positive
"Ethan, V6 or V8?",neutral,neutral,neutral
So Rubio-Vance 2028?,neutral,neutral,neutral
"Let them thump, just disregard it. They’re useful if needed.",positive,positive,positive
"And , Europe and Western culture still run based on Great Philosopher ""Plato"";s theory.",positive,positive,positive
Tulsi Gabbard would be cool after all the left wanted a woman for president 😜,positive,positive,positive
@Sir Guy sure why not?,positive,positive,positive
eggs are still expensive not true 🥚🥚🥚🥚,negative,negative,negative
leonovski yes Jesus did die for your sins why Jesus forgave me and Jesus is mighty to save and deliver us Heavenly father gave us his Son Jesus his heart his Son Jesus to die for our sins Jesus did it,positive,positive,positive
What is Plato's theory?,neutral,neutral,neutral
"After Putin takes back Ukraine with Comrade Trump’s help, Putin will want to take back Alaska. Comrade Trump will hand it over on a silver platter!! This is why Comrade Trump wants Greenland",positive,positive,positive
NOBODY (who should have the right to vote) wants a woman president,neutral,positive,positive
Vance/Trump ‘28,neutral,neutral,neutral
"Sir guy, I like that. maybe even Vance/Rubio more",positive,neutral,positive
how indulgent people are there in here...,neutral,neutral,neutral
tariff us we tariff you. easy peasy normal,positive,positive,positive
I don't think you need windows underground,neutral,neutral,neutral
Why is the president at a board meeting on Kennedy? Why does this man want to steal money from everywhere?,negative,neutral,negative
We're gonna have a little problem with some people who work here,negative,negative,negative
"dare i say, i forgot everyone anyway so what did it matter? :face-green-smiling:",neutral,neutral,neutral
Kapre cresentiya 🥻👗,neutral,neutral,neutral
A true man of the cloth,positive,positive,positive
"Whatever Great philiioper "" Plato "" said ; all things are going exactly same in Europe and Western nations.",positive,positive,positive
💯 🦊,neutral,neutral,neutral
Will they ever honor the native American Indians they stole the land from??,positive,neutral,positive
Why are they worried about the KCentet,negative,neutral,negative
Vance/Trump now that would be Historical! 💯,neutral,neutral,neutral
Trump started the tariff war!!,negative,neutral,negative
Bible thumper blocked immediately by me no warnings just instantaneous blocks:face-turquoise-speaker-shape:,negative,neutral,negative
give the statue of liberty back 🗽🗽🗽🗽🗽 give it back it's gone,positive,neutral,positive
There's my boy Trump,neutral,neutral,neutral
@Eric Ibola you are so delusional,neutral,neutral,neutral
"if turkeia leave nato, then opening for ukr",negative,neutral,negative
"more money talk, stupid junkie.., :face-green-smiling:",negative,negative,negative
Rus,neutral,neutral,neutral
@paull,neutral,neutral,neutral
George Clinton and John C. Calhoun—served under more than one president. So a Rubio-Vance ticket wouldn’t be unprecedented for a VP Vance to serve under multiple presidents,neutral,positive,positive
Terrorist Trump started war with Yemen,negative,neutral,negative
"as long as Obama doesn't get a 4th term, I'm happy.",positive,positive,positive
"They wanted $30,000 to move a piano. You can't have that. Whether it's marble or whatever, granite. The money has not been properly spent. Rooms that will not be used ever. Such a terible waste.",negative,negative,negative
8.99 for eggs in Oregon,neutral,neutral,neutral
why? are you afraid of the truth?,positive,negative,negative
Why is he on the Kennedy board? So Trump is going to steal the money that wasn't spent?,negative,negative,negative
They are finding the wierdest stuff,neutral,neutral,neutral
Can i have statue of liberty?,positive,neutral,positive
@Eric Ibola you love terrorists so you need deported too,neutral,positive,positive
trump team the definition of band wagon jumping.. :face-red-droopy-eyes::body-green-covering-eyes:,neutral,neutral,neutral
by way what came first chicken or egg Heavenly father in Jesus name said chicken was first goodbye Jesus loves us only Jesus is truth way and life only Jesus loves us only Jesus died for our sins,positive,negative,negative
heather...who?,neutral,neutral,neutral
Amigos,neutral,neutral,neutral
aah hindia,neutral,neutral,neutral
"Turkey is the only country fighting communists in Syria, while the west supported Communist kurds in Syria",negative,neutral,negative
4.69 for gas in Oregon,neutral,neutral,neutral
Aze girls must be in jail,neutral,negative,negative
"Plato, one of the greatest philosophers in the Western tradition, had a complex and multifaceted view of women.",positive,positive,positive
ooooo I like your style @Robert H. that would be epic,positive,positive,positive
💯%🦊,neutral,neutral,neutral
Sharon Dzik?,neutral,neutral,neutral
Rooms underground!? Sounds weird - like kiddie trafficking weird.,neutral,negative,negative
"Technically, the constitution allows for a single term of four years, and then, with a gap in the presidency to more terms",neutral,negative,negative
349 eggs ct,neutral,neutral,neutral
He working with Congress now after he lied to Congress got them feeding and chaos to get unlimited fund of Treasury and won't adhere to judges orders,negative,neutral,negative
Break ground on nationwide affordable housing already,neutral,neutral,neutral
"with cysts and puss in chicken nuggets and burgers , I almost puked",negative,negative,negative
read Quran,neutral,neutral,neutral
"CLEANING UP DC, THANK YOU TRUMP!",positive,neutral,positive
Noooo...Dinosaur was first...chicken is just a mutated miniature version of dino,neutral,neutral,neutral
"Use a wrecking ball, Mr. President",neutral,neutral,neutral
The Steel towns of Ohio is a disaster help them Mr President,negative,neutral,negative
Wfah,neutral,neutral,neutral
"Uh can a former president run as a VP, I'm curious",positive,negative,negative
🎬bound together😈👁️‍🗨️👹🕎🇮🇱🏳️‍🌈in chain👹🎥⛓️,positive,neutral,positive
hoboroller native tribes have a month dear. fyi native tribes per captita are highest represented ethnic group in USA military. you ptobably dont realize they are Patriots and too have sovereignty rez,positive,negative,negative
make years-long unemployment recipients get a job again.,negative,neutral,negative
"Plato and Aristotle are two great philosophers , who wrote the history of the western traditions years ago. .",positive,positive,positive
Neil deGrasse Tyson doesn’t like Plato. He demoted him to a dwarf philosopher.,negative,neutral,negative
@cyreun ok for other Presidents to deport but how dare Trump effing hypocrite,positive,neutral,positive
Who said you can get rich forever with stealing and killing millions of people,negative,positive,negative
"Trash belongs in a dumpster, not on the streets!",negative,neutral,negative
Steven Seagal,neutral,neutral,neutral
"caviar and egg on a stick it's life it isn't a movie (well, not always)",negative,neutral,negative
barf,neutral,neutral,neutral
Danilo the puppet from germany to torment me,neutral,neutral,neutral
More lies and more lies another project for him to lie some more and find money to spend it why id it upset with money not spent?,negative,negative,negative
you dont think all native live stuck on rez. right?,negative,positive,negative
lol they gave the most expensive projection and went the cheapest route Thats What America has become oh and ask for more money next year.,positive,positive,positive
@Katherine Roar!!,neutral,neutral,neutral
Musk and Trump defunding the US government to Make It Weak Again!,negative,negative,negative
🥱,neutral,neutral,neutral
you dont get unemployment for years... you dont just get a check for not having a job... why are you all so opinionated about things you dont even understand,positive,neutral,positive
@Disco Duck :face-green-smiling:,neutral,neutral,neutral
That one was at the Falador herb patch! The cyberstalking arrest warrant was the Ardougne herb patch.,negative,negative,negative
☁️,neutral,neutral,neutral
Do you have a vintage serving dish of butter 🟦,neutral,neutral,neutral
Why America support communists in Iran and in Syria ?,positive,neutral,positive
the cell was first then it divided,neutral,positive,positive
deport trump get mad maga I say what I said why trump lying they not surrounded by no Russian soldiers,negative,negative,negative
"Do not deport me , amigos 🙏🏻",neutral,neutral,neutral
Trump hates helping US citizens from natural disasters. Trump wants to eliminate FEMA!!,negative,positive,negative
